alpha,tau,trial,delta,K,m,N,lam,gamma,seed
0.1,10,238,0.06942353061134603,6,10,60,0.2,0.7,0
0.1,10,239,0.05612752733221921,6,10,60,0.2,0.7,0
0.1,10,240,0.059718165667916115,6,10,60,0.2,0.7,0
0.1,10,241,0.00616028558307255,6,10,60,0.2,0.7,0
0.1,10,242,0.045864835919371905,6,10,60,0.2,0.7,0
0.1,10,243,0.03921976940664769,6,10,60,0.2,0.7,0
0.1,10,244,0.03465739193361898,6,10,60,0.2,0.7,0
0.1,10,245,0.008613536111203343,6,10,60,0.2,0.7,0
0.1,10,246,0.055149340774020006,6,10,60,0.2,0.7,0
0.1,10,247,0.050246868941016445,6,10,60,0.2,0.7,0
0.1,10,248,0.045146007641196126,6,10,60,0.2,0.7,0
0.1,10,249,0.03785819742629032,6,10,60,0.2,0.7,0
0.1,10,250,0.052716244419364566,6,10,60,0.2,0.7,0
0.1,10,251,0.011432142036477341,6,10,60,0.2,0.7,0
0.1,10,252,0.02819169164490376,6,10,60,0.2,0.7,0
0.1,10,253,0.04984314216861174,6,10,60,0.2,0.7,0
0.1,10,254,0.04565449397574148,6,10,60,0.2,0.7,0
0.1,10,255,0.0672121153630389,6,10,60,0.2,0.7,0
0.1,10,256,0.04047921586796828,6,10,60,0.2,0.7,0
0.1,10,257,0.03351691965720913,6,10,60,0.2,0.7,0
0.1,10,258,0.02685585800141921,6,10,60,0.2,0.7,0
0.1,10,259,0.007319558799663187,6,10,60,0.2,0.7,0
0.1,10,260,0.07539987512668145,6,10,60,0.2,0.7,0
0.1,10,261,0.03579114325037462,6,10,60,0.2,0.7,0
0.1,10,262,0.04514125868442884,6,10,60,0.2,0.7,0
0.1,10,263,0.10039925479310365,6,10,60,0.2,0.7,0
0.1,10,264,0.030283630116655663,6,10,60,0.2,0.7,0
0.1,10,265,0.0584621628704759,6,10,60,0.2,0.7,0
0.1,10,266,0.041221451975815934,6,10,60,0.2,0.7,0
0.1,10,267,0.03262541602422289,6,10,60,0.2,0.7,0
0.1,10,268,0.02250959400013544,6,10,60,0.2,0.7,0
0.1,10,269,0.057245802166178444,6,10,60,0.2,0.7,0
0.1,10,270,0.024397672627983313,6,10,60,0.2,0.7,0
0.1,10,271,0.04361267820867312,6,10,60,0.2,0.7,0
0.1,10,272,0.03625694737898477,6,10,60,0.2,0.7,0
0.1,10,273,0.01846372135756623,6,10,60,0.2,0.7,0
0.1,10,274,0.022040076461707248,6,10,60,0.2,0.7,0
0.1,10,275,0.053504208055926,6,10,60,0.2,0.7,0
0.1,10,276,0.09320103107150841,6,10,60,0.2,0.7,0
0.1,10,277,0.0724874840035767,6,10,60,0.2,0.7,0
0.1,10,278,0.07511612675301672,6,10,60,0.2,0.7,0
0.1,10,279,0.008676904618634004,6,10,60,0.2,0.7,0
0.1,10,280,0.05983721199171972,6,10,60,0.2,0.7,0
0.1,10,281,0.0181656400300005,6,10,60,0.2,0.7,0
0.1,10,282,0.0280070931703328,6,10,60,0.2,0.7,0
0.1,10,283,0.054270179483297154,6,10,60,0.2,0.7,0
0.1,10,284,0.028224360137466695,6,10,60,0.2,0.7,0
0.1,10,285,0.02993578844289692,6,10,60,0.2,0.7,0
0.1,10,286,0.04907692155871561,6,10,60,0.2,0.7,0
0.1,10,287,0.029706124123107913,6,10,60,0.2,0.7,0
0.1,10,288,0.0403513405278841,6,10,60,0.2,0.7,0
0.1,10,289,0.030823060438066666,6,10,60,0.2,0.7,0
0.1,10,290,0.0353953543308745,6,10,60,0.2,0.7,0
0.1,10,291,0.03565300634497505,6,10,60,0.2,0.7,0
0.1,10,292,0.044837705890650795,6,10,60,0.2,0.7,0
0.1,10,293,0.06841680911471376,6,10,60,0.2,0.7,0
0.1,10,294,0.03585051430184416,6,10,60,0.2,0.7,0
0.1,10,295,0.07293866470266469,6,10,60,0.2,0.7,0
0.1,10,296,0.06380049009680239,6,10,60,0.2,0.7,0
0.1,10,297,0.04170208762527042,6,10,60,0.2,0.7,0
0.1,10,298,0.0585316556324081,6,10,60,0.2,0.7,0
0.1,10,299,0.05902885428131495,6,10,60,0.2,0.7,0
0.2,1,0,0.015240978277789446,6,10,60,0.2,0.7,0
0.2,1,1,0.01970689868498199,6,10,60,0.2,0.7,0
0.2,1,2,0.022354001487107887,6,10,60,0.2,0.7,0
0.2,1,3,0.011037016048413048,6,10,60,0.2,0.7,0
0.2,1,4,0.017474777572925468,6,10,60,0.2,0.7,0
0.2,1,5,0.035169829278733376,6,10,60,0.2,0.7,0
0.2,1,6,0.011406971727138518,6,10,60,0.2,0.7,0
0.2,1,7,0.024469216469890448,6,10,60,0.2,0.7,0
0.2,1,8,0.0245480422759045,6,10,60,0.2,0.7,0
0.2,1,9,0.0063970930475960724,6,10,60,0.2,0.7,0
0.2,1,10,0.015341829773541031,6,10,60,0.2,0.7,0
0.2,1,11,0.02007914635443469,6,10,60,0.2,0.7,0
0.2,1,12,0.01972684439348333,6,10,60,0.2,0.7,0
0.2,1,13,0.012405281493989555,6,10,60,0.2,0.7,0
0.2,1,14,0.01093491450992485,6,10,60,0.2,0.7,0
0.2,1,15,0.03266253704302908,6,10,60,0.2,0.7,0
0.2,1,16,0.016937121426085944,6,10,60,0.2,0.7,0
0.2,1,17,0.0267335967636049,6,10,60,0.2,0.7,0
0.2,1,18,0.019999488567956483,6,10,60,0.2,0.7,0
0.2,1,19,0.012131585205410897,6,10,60,0.2,0.7,0
0.2,1,20,0.021608921472272162,6,10,60,0.2,0.7,0
0.2,1,21,0.026376305676767388,6,10,60,0.2,0.7,0
0.2,1,22,0.03329148470489879,6,10,60,0.2,0.7,0
0.2,1,23,0.023347371703448597,6,10,60,0.2,0.7,0
0.2,1,24,0.01297098131146461,6,10,60,0.2,0.7,0
0.2,1,25,0.018315603724375372,6,10,60,0.2,0.7,0
0.2,1,26,0.018580298623169192,6,10,60,0.2,0.7,0
0.2,1,27,0.013823092811763638,6,10,60,0.2,0.7,0
0.2,1,28,0.02487912608906897,6,10,60,0.2,0.7,0
0.2,1,29,0.012874566143652233,6,10,60,0.2,0.7,0
0.2,1,30,0.011191997314693752,6,10,60,0.2,0.7,0
0.2,1,31,0.02339954955801233,6,10,60,0.2,0.7,0
0.2,1,32,0.025501764928727064,6,10,60,0.2,0.7,0
0.2,1,33,0.014141149768116042,6,10,60,0.2,0.7,0
0.2,1,34,0.022062816418991403,6,10,60,0.2,0.7,0
0.2,1,35,0.009608452241009716,6,10,60,0.2,0.7,0
0.2,1,36,0.01059838982187189,6,10,60,0.2,0.7,0
0.2,1,37,0.02119839424466275,6,10,60,0.2,0.7,0
0.2,1,38,0.019746682260655048,6,10,60,0.2,0.7,0
0.2,1,39,0.02581632290726215,6,10,60,0.2,0.7,0
0.2,1,40,0.019064840098543735,6,10,60,0.2,0.7,0
0.2,1,41,0.022708094548832172,6,10,60,0.2,0.7,0
0.2,1,42,0.01895289876764439,6,10,60,0.2,0.7,0
0.2,1,43,0.023440844607678618,6,10,60,0.2,0.7,0
0.2,1,44,0.011022755778687193,6,10,60,0.2,0.7,0
0.2,1,45,0.013743093347533347,6,10,60,0.2,0.7,0
0.2,1,46,0.011811416803609781,6,10,60,0.2,0.7,0
0.2,1,47,0.02240454474387807,6,10,60,0.2,0.7,0
0.2,1,48,0.0165430937011162,6,10,60,0.2,0.7,0
0.2,1,49,0.01809094631326192,6,10,60,0.2,0.7,0
0.2,1,50,0.025710114377122388,6,10,60,0.2,0.7,0
0.2,1,51,0.015145646812736974,6,10,60,0.2,0.7,0
0.2,1,52,0.01737537815314813,6,10,60,0.2,0.7,0
0.2,1,53,0.021163509914719665,6,10,60,0.2,0.7,0
0.2,1,54,0.013917022221815067,6,10,60,0.2,0.7,0
0.2,1,55,0.019036372407098455,6,10,60,0.2,0.7,0
0.2,1,56,0.025093874967909532,6,10,60,0.2,0.7,0
0.2,1,57,0.02817959340695688,6,10,60,0.2,0.7,0
0.2,1,58,0.015373704325484204,6,10,60,0.2,0.7,0
0.2,1,59,0.014978948492869529,6,10,60,0.2,0.7,0
0.2,1,60,0.010679919978868281,6,10,60,0.2,0.7,0
0.2,1,61,0.00774253691849823,6,10,60,0.2,0.7,0
0.2,1,62,0.02034242081874893,6,10,60,0.2,0.7,0
0.2,1,63,0.01740841355625493,6,10,60,0.2,0.7,0
0.2,1,64,0.016212430897055395,6,10,60,0.2,0.7,0
0.2,1,65,0.014561518274445712,6,10,60,0.2,0.7,0
0.2,1,66,0.009688316943922762,6,10,60,0.2,0.7,0
0.2,1,67,0.02197589354628167,6,10,60,0.2,0.7,0
0.2,1,68,0.011402840094539984,6,10,60,0.2,0.7,0
0.2,1,69,0.015880946996712504,6,10,60,0.2,0.7,0
0.2,1,70,0.018376753287667053,6,10,60,0.2,0.7,0
0.2,1,71,0.020320378889572804,6,10,60,0.2,0.7,0
0.2,1,72,0.022265907109996735,6,10,60,0.2,0.7,0
0.2,1,73,0.029531843133951262,6,10,60,0.2,0.7,0
0.2,1,74,0.018177135023415322,6,10,60,0.2,0.7,0
0.2,1,75,0.02301428587450182,6,10,60,0.2,0.7,0
0.2,1,76,0.023106600985230347,6,10,60,0.2,0.7,0
0.2,1,77,0.012692762165587908,6,10,60,0.2,0.7,0
0.2,1,78,0.022078827176497777,6,10,60,0.2,0.7,0
0.2,1,79,0.019844161368399373,6,10,60,0.2,0.7,0
0.2,1,80,0.011927927442017386,6,10,60,0.2,0.7,0
0.2,1,81,0.01999185776302974,6,10,60,0.2,0.7,0
0.2,1,82,0.0200643469336396,6,10,60,0.2,0.7,0
0.2,1,83,0.005613200243774208,6,10,60,0.2,0.7,0
0.2,1,84,0.0065066409051952045,6,10,60,0.2,0.7,0
0.2,1,85,0.011841308483898035,6,10,60,0.2,0.7,0
0.2,1,86,0.017799438446590876,6,10,60,0.2,0.7,0
0.2,1,87,0.017027467796277777,6,10,60,0.2,0.7,0
0.2,1,88,0.01617486556021573,6,10,60,0.2,0.7,0
0.2,1,89,0.0092622307072983,6,10,60,0.2,0.7,0
0.2,1,90,0.02112922114428971,6,10,60,0.2,0.7,0
0.2,1,91,0.0116884992405338,6,10,60,0.2,0.7,0
0.2,1,92,0.020495025275550145,6,10,60,0.2,0.7,0
0.2,1,93,0.020475799754107703,6,10,60,0.2,0.7,0
0.2,1,94,0.015334353420446124,6,10,60,0.2,0.7,0
0.2,1,95,0.02379112879668939,6,10,60,0.2,0.7,0
0.2,1,96,0.023450538224802156,6,10,60,0.2,0.7,0
0.2,1,97,0.013989422509786194,6,10,60,0.2,0.7,0
0.2,1,98,0.014860530080892012,6,10,60,0.2,0.7,0
0.2,1,99,0.017327755143055366,6,10,60,0.2,0.7,0
0.2,1,100,0.022229685266218227,6,10,60,0.2,0.7,0
0.2,1,101,0.022579918780726925,6,10,60,0.2,0.7,0
0.2,1,102,0.021294312511752615,6,10,60,0.2,0.7,0
0.2,1,103,0.02183504307804869,6,10,60,0.2,0.7,0
0.2,1,104,0.020710479523834383,6,10,60,0.2,0.7,0
0.2,1,105,0.02091475345563793,6,10,60,0.2,0.7,0
0.2,1,106,0.012196408224587202,6,10,60,0.2,0.7,0
0.2,1,107,0.02780327092511555,6,10,60,0.2,0.7,0
0.2,1,108,0.019606373960655392,6,10,60,0.2,0.7,0
0.2,1,109,0.021289560979015548,6,10,60,0.2,0.7,0
0.2,1,110,0.02246516902967287,6,10,60,0.2,0.7,0
0.2,1,111,0.01875603748555999,6,10,60,0.2,0.7,0
0.2,1,112,0.0199481606164853,6,10,60,0.2,0.7,0
0.2,1,113,0.026518874062163446,6,10,60,0.2,0.7,0
0.2,1,114,0.010320323399523074,6,10,60,0.2,0.7,0
0.2,1,115,0.018364990029815356,6,10,60,0.2,0.7,0
0.2,1,116,0.01622115401681281,6,10,60,0.2,0.7,0
0.2,1,117,0.013190951876178782,6,10,60,0.2,0.7,0
0.2,1,118,0.021809348335942405,6,10,60,0.2,0.7,0
0.2,1,119,0.005759772143953665,6,10,60,0.2,0.7,0
0.2,1,120,0.009151508084201718,6,10,60,0.2,0.7,0
0.2,1,121,0.008238854973014395,6,10,60,0.2,0.7,0
0.2,1,122,0.022205960283381836,6,10,60,0.2,0.7,0
0.2,1,123,0.010712898218200484,6,10,60,0.2,0.7,0
0.2,1,124,0.02046441519233467,6,10,60,0.2,0.7,0
0.2,1,125,0.009556737277626473,6,10,60,0.2,0.7,0
0.2,1,126,0.012355911455031919,6,10,60,0.2,0.7,0
0.2,1,127,0.012880666372322151,6,10,60,0.2,0.7,0
0.2,1,128,0.020000144595299883,6,10,60,0.2,0.7,0
0.2,1,129,0.027619851667529366,6,10,60,0.2,0.7,0
0.2,1,130,0.015749531834996083,6,10,60,0.2,0.7,0
0.2,1,131,0.00853603101172902,6,10,60,0.2,0.7,0
0.2,1,132,0.016209493848765147,6,10,60,0.2,0.7,0
0.2,1,133,0.0044457645796138895,6,10,60,0.2,0.7,0
0.2,1,134,0.01192010833719899,6,10,60,0.2,0.7,0
0.2,1,135,0.015063423124054558,6,10,60,0.2,0.7,0
0.2,1,136,0.01402149922029066,6,10,60,0.2,0.7,0
0.2,1,137,0.021002927968141766,6,10,60,0.2,0.7,0
0.2,1,138,0.012543069865655398,6,10,60,0.2,0.7,0
0.2,1,139,0.01502040950783664,6,10,60,0.2,0.7,0
0.2,1,140,0.014827210506116295,6,10,60,0.2,0.7,0
0.2,1,141,0.013413251022019679,6,10,60,0.2,0.7,0
0.2,1,142,0.01402175431755534,6,10,60,0.2,0.7,0
0.2,1,143,0.020350894906971242,6,10,60,0.2,0.7,0
0.2,1,144,0.009492039557838769,6,10,60,0.2,0.7,0
0.2,1,145,0.023019723880718844,6,10,60,0.2,0.7,0
0.2,1,146,0.016113400067785735,6,10,60,0.2,0.7,0
0.2,1,147,0.022871531406370132,6,10,60,0.2,0.7,0
0.2,1,148,0.014185705981774252,6,10,60,0.2,0.7,0
0.2,1,149,0.014909816234990061,6,10,60,0.2,0.7,0
0.2,1,150,0.022077794467705858,6,10,60,0.2,0.7,0
0.2,1,151,0.015231945812305747,6,10,60,0.2,0.7,0
0.2,1,152,0.012812428853266278,6,10,60,0.2,0.7,0
0.2,1,153,0.01476596814709831,6,10,60,0.2,0.7,0
0.2,1,154,0.007710186031546107,6,10,60,0.2,0.7,0
0.2,1,155,0.015737255004788994,6,10,60,0.2,0.7,0
0.2,1,156,0.014200811853784627,6,10,60,0.2,0.7,0
0.2,1,157,0.021992204663991675,6,10,60,0.2,0.7,0
0.2,1,158,0.019822622756436474,6,10,60,0.2,0.7,0
0.2,1,159,0.015956146511878565,6,10,60,0.2,0.7,0
0.2,1,160,0.03859968419319037,6,10,60,0.2,0.7,0
0.2,1,161,0.01489846915838497,6,10,60,0.2,0.7,0
0.2,1,162,0.016228418189049083,6,10,60,0.2,0.7,0
0.2,1,163,0.026698115930029742,6,10,60,0.2,0.7,0
0.2,1,164,0.021472534610935602,6,10,60,0.2,0.7,0
0.2,1,165,0.012172170922016626,6,10,60,0.2,0.7,0
0.2,1,166,0.017598169934717446,6,10,60,0.2,0.7,0
0.2,1,167,0.00738627485016409,6,10,60,0.2,0.7,0
0.2,1,168,0.03125913908570118,6,10,60,0.2,0.7,0
0.2,1,169,0.022534392879714142,6,10,60,0.2,0.7,0
0.2,1,170,0.025693673159982187,6,10,60,0.2,0.7,0
0.2,1,171,0.021672984141668496,6,10,60,0.2,0.7,0
0.2,1,172,0.022534780000434268,6,10,60,0.2,0.7,0
0.2,1,173,0.021207410474899192,6,10,60,0.2,0.7,0
0.2,1,174,0.015407443955081979,6,10,60,0.2,0.7,0
0.2,1,175,0.009433239875979285,6,10,60,0.2,0.7,0
0.2,1,176,0.018782338313791176,6,10,60,0.2,0.7,0
0.2,1,177,0.02488621565135754,6,10,60,0.2,0.7,0
0.2,1,178,0.030608496366154897,6,10,60,0.2,0.7,0
0.2,1,179,0.011118830406964056,6,10,60,0.2,0.7,0
0.2,1,180,0.007248100882317518,6,10,60,0.2,0.7,0
0.2,1,181,0.02484075772571414,6,10,60,0.2,0.7,0
0.2,1,182,0.0083372067727836,6,10,60,0.2,0.7,0
0.2,1,183,0.013491164420375443,6,10,60,0.2,0.7,0
0.2,1,184,0.014225883593180055,6,10,60,0.2,0.7,0
0.2,1,185,0.02095317912780883,6,10,60,0.2,0.7,0
0.2,1,186,0.022042466074908888,6,10,60,0.2,0.7,0
0.2,1,187,0.019908097125836632,6,10,60,0.2,0.7,0
0.2,1,188,0.007551864773741632,6,10,60,0.2,0.7,0
0.2,1,189,0.016324703708726226,6,10,60,0.2,0.7,0
0.2,1,190,0.024222735408919394,6,10,60,0.2,0.7,0
0.2,1,191,0.017182111252982246,6,10,60,0.2,0.7,0
0.2,1,192,0.02052830378038957,6,10,60,0.2,0.7,0
0.2,1,193,0.014899462955863384,6,10,60,0.2,0.7,0
0.2,1,194,0.01340893243678816,6,10,60,0.2,0.7,0
0.2,1,195,0.01649857231343134,6,10,60,0.2,0.7,0
0.2,1,196,0.015764403206504414,6,10,60,0.2,0.7,0
0.2,1,197,0.013526554307755206,6,10,60,0.2,0.7,0
0.2,1,198,0.015238620420098173,6,10,60,0.2,0.7,0
0.2,1,199,0.014611355175835596,6,10,60,0.2,0.7,0
0.2,1,200,0.013206874109481292,6,10,60,0.2,0.7,0
0.2,1,201,0.021691737885927057,6,10,60,0.2,0.7,0
0.2,1,202,0.023672652869347298,6,10,60,0.2,0.7,0
0.2,1,203,0.021044984721856015,6,10,60,0.2,0.7,0
0.2,1,204,0.014100883211570416,6,10,60,0.2,0.7,0
0.2,1,205,0.010334600189606025,6,10,60,0.2,0.7,0
0.2,1,206,0.018989232969680823,6,10,60,0.2,0.7,0
0.2,1,207,0.01966296800544818,6,10,60,0.2,0.7,0
0.2,1,208,0.014051636980702699,6,10,60,0.2,0.7,0
0.2,1,209,0.010203370948232475,6,10,60,0.2,0.7,0
0.2,1,210,0.010893011526486515,6,10,60,0.2,0.7,0
0.2,1,211,0.026442172342932585,6,10,60,0.2,0.7,0
0.2,1,212,0.02288393999474911,6,10,60,0.2,0.7,0
0.2,1,213,0.022300510124299643,6,10,60,0.2,0.7,0
0.2,1,214,0.01723513862912414,6,10,60,0.2,0.7,0
0.2,1,215,0.015277111410071653,6,10,60,0.2,0.7,0
0.2,1,216,0.023058387969780096,6,10,60,0.2,0.7,0
0.2,1,217,0.010880948686401298,6,10,60,0.2,0.7,0
0.2,1,218,0.020806912491281665,6,10,60,0.2,0.7,0
0.2,1,219,0.015250899485802737,6,10,60,0.2,0.7,0
0.2,1,220,0.015171559168360792,6,10,60,0.2,0.7,0
0.2,1,221,0.027915725294972906,6,10,60,0.2,0.7,0
0.2,1,222,0.022775614671178848,6,10,60,0.2,0.7,0
0.2,1,223,0.012293722358017983,6,10,60,0.2,0.7,0
0.2,1,224,0.014539910146215002,6,10,60,0.2,0.7,0
0.2,1,225,0.027940708072570618,6,10,60,0.2,0.7,0
0.2,1,226,0.011560933912265585,6,10,60,0.2,0.7,0
0.2,1,227,0.022930498315009464,6,10,60,0.2,0.7,0
0.2,1,228,0.013445045454553939,6,10,60,0.2,0.7,0
0.2,1,229,0.020467232945791877,6,10,60,0.2,0.7,0
0.2,1,230,0.012257077803265515,6,10,60,0.2,0.7,0
0.2,1,231,0.014667192107633106,6,10,60,0.2,0.7,0
0.2,1,232,0.009192070454837123,6,10,60,0.2,0.7,0
0.2,1,233,0.02072192527444444,6,10,60,0.2,0.7,0
0.2,1,234,0.019890600873005405,6,10,60,0.2,0.7,0
0.2,1,235,0.02506127535373367,6,10,60,0.2,0.7,0
0.2,1,236,0.006814731470365251,6,10,60,0.2,0.7,0
0.2,1,237,0.015192748348836375,6,10,60,0.2,0.7,0
0.2,1,238,0.009527661879956822,6,10,60,0.2,0.7,0
0.2,1,239,0.015163063818495644,6,10,60,0.2,0.7,0
0.2,1,240,0.016634243220497495,6,10,60,0.2,0.7,0
0.2,1,241,0.010169926004201482,6,10,60,0.2,0.7,0
0.2,1,242,0.025524451956856112,6,10,60,0.2,0.7,0
0.2,1,243,0.016561456186198004,6,10,60,0.2,0.7,0
0.2,1,244,0.011358581555133682,6,10,60,0.2,0.7,0
0.2,1,245,0.029049453471440195,6,10,60,0.2,0.7,0
0.2,1,246,0.01281502996665853,6,10,60,0.2,0.7,0
0.2,1,247,0.027709083544686222,6,10,60,0.2,0.7,0
0.2,1,248,0.019473776881179433,6,10,60,0.2,0.7,0
0.2,1,249,0.012488356828199015,6,10,60,0.2,0.7,0
0.2,1,250,0.011303537979988017,6,10,60,0.2,0.7,0
0.2,1,251,0.014955618396300073,6,10,60,0.2,0.7,0
0.2,1,252,0.016625715583757895,6,10,60,0.2,0.7,0
0.2,1,253,0.0281939315358335,6,10,60,0.2,0.7,0
0.2,1,254,0.0099790246958881,6,10,60,0.2,0.7,0
0.2,1,255,0.019227648298438718,6,10,60,0.2,0.7,0
0.2,1,256,0.02717829788650042,6,10,60,0.2,0.7,0
0.2,1,257,0.01648401779283129,6,10,60,0.2,0.7,0
0.2,1,258,0.010239060707766257,6,10,60,0.2,0.7,0
0.2,1,259,0.02187245033309588,6,10,60,0.2,0.7,0
0.2,1,260,0.02258365982527856,6,10,60,0.2,0.7,0
0.2,1,261,0.009251660168164005,6,10,60,0.2,0.7,0
0.2,1,262,0.016090566641183038,6,10,60,0.2,0.7,0
0.2,1,263,0.026016187923215653,6,10,60,0.2,0.7,0
0.2,1,264,0.01861610826743878,6,10,60,0.2,0.7,0
0.2,1,265,0.0328582642048099,6,10,60,0.2,0.7,0
0.2,1,266,0.01458511092255542,6,10,60,0.2,0.7,0
0.2,1,267,0.01392778373230949,6,10,60,0.2,0.7,0
0.2,1,268,0.013365951967913,6,10,60,0.2,0.7,0
0.2,1,269,0.014821558099292427,6,10,60,0.2,0.7,0
0.2,1,270,0.017623349839166483,6,10,60,0.2,0.7,0
0.2,1,271,0.017869466794104713,6,10,60,0.2,0.7,0
0.2,1,272,0.010029129067718842,6,10,60,0.2,0.7,0
0.2,1,273,0.023913553074472085,6,10,60,0.2,0.7,0
0.2,1,274,0.02034630164187401,6,10,60,0.2,0.7,0
0.2,1,275,0.018383577354632433,6,10,60,0.2,0.7,0
0.2,1,276,0.02515967993414321,6,10,60,0.2,0.7,0
0.2,1,277,0.023847467138218788,6,10,60,0.2,0.7,0
0.2,1,278,0.02100384548306891,6,10,60,0.2,0.7,0
0.2,1,279,0.009905806681973231,6,10,60,0.2,0.7,0
0.2,1,280,0.010967751608736226,6,10,60,0.2,0.7,0
0.2,1,281,0.017441458016436567,6,10,60,0.2,0.7,0
0.2,1,282,0.01807283056976544,6,10,60,0.2,0.7,0
0.2,1,283,0.011446726137736438,6,10,60,0.2,0.7,0
0.2,1,284,0.014275648266051294,6,10,60,0.2,0.7,0
0.2,1,285,0.017105566513489226,6,10,60,0.2,0.7,0
0.2,1,286,0.01301810020612082,6,10,60,0.2,0.7,0
0.2,1,287,0.018021360349560415,6,10,60,0.2,0.7,0
0.2,1,288,0.02103290827549821,6,10,60,0.2,0.7,0
0.2,1,289,0.02035695869361056,6,10,60,0.2,0.7,0
0.2,1,290,0.01468591207480692,6,10,60,0.2,0.7,0
0.2,1,291,0.017220983744571094,6,10,60,0.2,0.7,0
0.2,1,292,0.009821374329982133,6,10,60,0.2,0.7,0
0.2,1,293,0.010267240835577424,6,10,60,0.2,0.7,0
0.2,1,294,0.016431814769718014,6,10,60,0.2,0.7,0
0.2,1,295,0.014649109407399122,6,10,60,0.2,0.7,0
0.2,1,296,0.023036617615323288,6,10,60,0.2,0.7,0
0.2,1,297,0.01753971215191543,6,10,60,0.2,0.7,0
0.2,1,298,0.014754153950146079,6,10,60,0.2,0.7,0
0.2,1,299,0.015524858726019414,6,10,60,0.2,0.7,0
0.2,2,0,0.020536921025472374,6,10,60,0.2,0.7,0
0.2,2,1,0.033366403362484996,6,10,60,0.2,0.7,0
0.2,2,2,0.020802617235891954,6,10,60,0.2,0.7,0
0.2,2,3,0.035407882767598216,6,10,60,0.2,0.7,0
0.2,2,4,0.03389945644177152,6,10,60,0.2,0.7,0
0.2,2,5,0.015682694144624934,6,10,60,0.2,0.7,0
0.2,2,6,0.022797640120312095,6,10,60,0.2,0.7,0
0.2,2,7,0.02293541522467557,6,10,60,0.2,0.7,0
0.2,2,8,0.027667940675778928,6,10,60,0.2,0.7,0
0.2,2,9,0.046202655217007726,6,10,60,0.2,0.7,0
0.2,2,10,0.015546547908422276,6,10,60,0.2,0.7,0
0.2,2,11,0.04583211706793082,6,10,60,0.2,0.7,0
0.2,2,12,0.03123285118421846,6,10,60,0.2,0.7,0
0.2,2,13,0.0304587900997568,6,10,60,0.2,0.7,0
0.2,2,14,0.024616564385190692,6,10,60,0.2,0.7,0
0.2,2,15,0.026273697354755154,6,10,60,0.2,0.7,0
0.2,2,16,0.03375971849211118,6,10,60,0.2,0.7,0
0.2,2,17,0.026539326789896303,6,10,60,0.2,0.7,0
0.2,2,18,0.03978061565830657,6,10,60,0.2,0.7,0
0.2,2,19,0.03730699281028606,6,10,60,0.2,0.7,0
0.2,2,20,0.029129672493072148,6,10,60,0.2,0.7,0
0.2,2,21,0.027133134436260087,6,10,60,0.2,0.7,0
0.2,2,22,0.03518691199272139,6,10,60,0.2,0.7,0
0.2,2,23,0.029924914931563157,6,10,60,0.2,0.7,0
0.2,2,24,0.02040678804676989,6,10,60,0.2,0.7,0
0.2,2,25,0.039468633641205335,6,10,60,0.2,0.7,0
0.2,2,26,0.028402031784583462,6,10,60,0.2,0.7,0
0.2,2,27,0.0270646901893309,6,10,60,0.2,0.7,0
0.2,2,28,0.033776487847278956,6,10,60,0.2,0.7,0
0.2,2,29,0.03937219821654506,6,10,60,0.2,0.7,0
0.2,2,30,0.03769538454233295,6,10,60,0.2,0.7,0
0.2,2,31,0.03800222653932112,6,10,60,0.2,0.7,0
0.2,2,32,0.04369020463011436,6,10,60,0.2,0.7,0
0.2,2,33,0.023377408619131693,6,10,60,0.2,0.7,0
0.2,2,34,0.017428167078052642,6,10,60,0.2,0.7,0
0.2,2,35,0.025852681679424207,6,10,60,0.2,0.7,0
0.2,2,36,0.026032883429345774,6,10,60,0.2,0.7,0
0.2,2,37,0.023185188616971303,6,10,60,0.2,0.7,0
0.2,2,38,0.022138284897395055,6,10,60,0.2,0.7,0
0.2,2,39,0.024656360012828296,6,10,60,0.2,0.7,0
0.2,2,40,0.037392297057362245,6,10,60,0.2,0.7,0
0.2,2,41,0.04043814313246289,6,10,60,0.2,0.7,0
0.2,2,42,0.030241094729677655,6,10,60,0.2,0.7,0
0.2,2,43,0.019644410629233458,6,10,60,0.2,0.7,0
0.2,2,44,0.02177373279138123,6,10,60,0.2,0.7,0
0.2,2,45,0.03603561140747204,6,10,60,0.2,0.7,0
0.2,2,46,0.026733610734503574,6,10,60,0.2,0.7,0
0.2,2,47,0.02234332434939343,6,10,60,0.2,0.7,0
0.2,2,48,0.021871821889101695,6,10,60,0.2,0.7,0
0.2,2,49,0.024460638741140156,6,10,60,0.2,0.7,0
0.2,2,50,0.04051274149118949,6,10,60,0.2,0.7,0
0.2,2,51,0.030182338551476923,6,10,60,0.2,0.7,0
0.2,2,52,0.03570571064988537,6,10,60,0.2,0.7,0
0.2,2,53,0.051110444626306005,6,10,60,0.2,0.7,0
0.2,2,54,0.042245942326140026,6,10,60,0.2,0.7,0
0.2,2,55,0.018118841127313795,6,10,60,0.2,0.7,0
0.2,2,56,0.020101902452585023,6,10,60,0.2,0.7,0
0.2,2,57,0.03773722446486919,6,10,60,0.2,0.7,0
0.2,2,58,0.034597473582688255,6,10,60,0.2,0.7,0
0.2,2,59,0.028601220789566978,6,10,60,0.2,0.7,0
0.2,2,60,0.01440051157329919,6,10,60,0.2,0.7,0
